tweet;polaridade
Juiz de Fora Safe Reform of the Military Social Security Understand the pr ;0,14444
CNBB Social Security reform penalizes the poorest women and rural workers Free journalists;0,14444
CadeAprovaContralulaLula free all by education does not the reform of social security not to the package prior to the crime of Moro;0,14444
With the reform of social security we advanced in the middle of the ashes of a country calculated by corruption;0,14444
The reform of social security is creating a misleading environment for saving the economic crisis in BrazilThe truth and that has no project of economic development until then from the government;0,14444
Most military personnel retire between  and  years oldAnd now that the letters are giving the government they want to make the reform of social security for the rest of working for us to die ;0,14444
And the worst but much worse governance zero zero zero The questions that are appropriate in the face of this situation are the following will the social security reform and the only national priority How do we let ourselves get to this pointBJ  And until when;-0,14444
OURICADA COMRORNEYcalm down my loveReform of Social Security stBeginning of the tax from the ndBorn from  monthsn has not even  months of governmentWant miracleThe hilarious and since the petista era we have never seen the militants comrades doing so much activism;0,14444
joicehasselmann Hi Joice Im loving your work  I only have a doubt about the reform of social security for husbandswomen andor minor children  How will you stay in the new reform;0,14394
Stjnoticias This reform of social security wants to end a constitutional right given by the STJ dangerousnessA whole category of private security vigilantes we repudiate this PECPut exposed to risk up to  years and madness and to die before the benefit;0,14381
I wanted Alkmin but I had to be pragmatatic and voted for the Bolsonaro to end the banditage of truth including the minor and especially the reform of social securityBurning forest and bad and malicious men who intend to pay bribes or political campaign;-0,14333
